state,record_date,total_confirmed,cured,deaths,confirmed
Puducherry,2020-04-04,0,1,0,5
Punjab,2020-04-04,0,1,5,57
Rajasthan,2020-04-04,0,21,0,200
Tamil Nadu,2020-04-04,0,6,2,411
Telangana,2020-04-04,0,1,7,159
Uttarakhand,2020-04-04,0,2,0,16
Uttar Pradesh,2020-04-04,0,19,2,174
West Bengal,2020-04-04,0,3,3,69
Andhra Pradesh,2020-04-05,0,1,1,190
Andaman and Nicobar Islands,2020-04-05,0,0,0,10
Arunachal Pradesh,2020-04-05,0,0,0,1
Assam,2020-04-05,0,0,0,26
Bihar,2020-04-05,0,0,1,30
Chandigarh,2020-04-05,0,0,0,18
Chhattisgarh,2020-04-05,0,3,0,9
Delhi,2020-04-05,0,18,7,503
Goa,2020-04-05,0,0,0,7
Gujarat,2020-04-05,0,18,11,122
Haryana,2020-04-05,0,25,1,59
Himachal Pradesh,2020-04-05,0,1,1,6
Jammu and Kashmir,2020-04-05,0,4,2,106
Jharkhand,2020-04-05,0,0,0,3
Karnataka,2020-04-05,0,12,4,144
Kerala,2020-04-05,0,49,2,306
Ladakh,2020-04-05,0,10,0,14
Madhya Pradesh,2020-04-05,0,0,9,165
Maharashtra,2020-04-05,0,42,24,490
Manipur,2020-04-05,0,0,0,2
Mizoram,2020-04-05,0,0,0,1
Odisha,2020-04-05,0,0,0,20
Puducherry,2020-04-05,0,1,0,5
Punjab,2020-04-05,0,1,5,57
Rajasthan,2020-04-05,0,21,0,200
Tamil Nadu,2020-04-05,0,6,3,485
Telangana,2020-04-05,0,32,7,269
Uttarakhand,2020-04-05,0,2,0,22
Uttar Pradesh,2020-04-05,0,19,2,227
West Bengal,2020-04-05,0,10,3,80
Andhra Pradesh,2020-04-06,0,1,3,226
Andaman and Nicobar Islands,2020-04-06,0,0,0,10
Arunachal Pradesh,2020-04-06,0,0,0,1
Assam,2020-04-06,0,0,0,26
Bihar,2020-04-06,0,0,1,32
Chandigarh,2020-04-06,0,0,0,18
Chhattisgarh,2020-04-06,0,8,0,10
Delhi,2020-04-06,0,19,7,523
Goa,2020-04-06,0,0,0,7
Gujarat,2020-04-06,0,22,12,144
Haryana,2020-04-06,0,25,1,84
Himachal Pradesh,2020-04-06,0,2,1,13
Jammu and Kashmir,2020-04-06,0,4,2,109
Jharkhand,2020-04-06,0,0,0,4
Karnataka,2020-04-06,0,12,4,151
Kerala,2020-04-06,0,55,2,314
Ladakh,2020-04-06,0,10,0,14
Madhya Pradesh,2020-04-06,0,0,9,165
Maharashtra,2020-04-06,0,56,45,748
Manipur,2020-04-06,0,0,0,2
Mizoram,2020-04-06,0,0,0,1
Odisha,2020-04-06,0,2,0,21
Puducherry,2020-04-06,0,1,0,5
Punjab,2020-04-06,0,4,6,76
Rajasthan,2020-04-06,0,21,0,274
Tamil Nadu,2020-04-06,0,8,5,571
Telangana,2020-04-06,0,34,7,321
Uttarakhand,2020-04-06,0,4,0,26
Uttar Pradesh,2020-04-06,0,21,3,305
West Bengal,2020-04-06,0,10,3,80
Andhra Pradesh,2020-04-07,0,1,3,266
Andaman and Nicobar Islands,2020-04-07,0,0,0,10
Arunachal Pradesh,2020-04-07,0,0,0,1
Assam,2020-04-07,0,0,0,26
Bihar,2020-04-07,0,0,1,32
Chandigarh,2020-04-07,0,7,0,18
Chhattisgarh,2020-04-07,0,9,0,10
Delhi,2020-04-07,0,21,7,576
Goa,2020-04-07,0,0,0,7
Gujarat,2020-04-07,0,25,13,165
Haryana,2020-04-07,0,25,1,90
Himachal Pradesh,2020-04-07,0,2,1,13
Jammu and Kashmir,2020-04-07,0,4,2,116
Jharkhand,2020-04-07,0,0,0,4
Karnataka,2020-04-07,0,25,4,175
Kerala,2020-04-07,0,58,2,327
Ladakh,2020-04-07,0,10,0,14
Madhya Pradesh,2020-04-07,0,0,13,229
Maharashtra,2020-04-07,0,56,48,868
Manipur,2020-04-07,0,0,0,2
Mizoram,2020-04-07,0,0,0,1
Odisha,2020-04-07,0,2,1,42
Puducherry,2020-04-07,0,1,0,5
Punjab,2020-04-07,0,4,7,91
Rajasthan,2020-04-07,0,21,3,288
Tamil Nadu,2020-04-07,0,8,5,621
Telangana,2020-04-07,0,35,7,364
Tripura,2020-04-07,0,0,0,1
Uttarakhand,2020-04-07,0,5,0,31
Uttar Pradesh,2020-04-07,0,21,3,305
West Bengal,2020-04-07,0,13,3,91
Andhra Pradesh,2020-04-08,0,5,4,305
Andaman and Nicobar Islands,2020-04-08,0,0,0,10
Arunachal Pradesh,2020-04-08,0,0,0,1
Assam,2020-04-08,0,0,0,27
Bihar,2020-04-08,0,0,1,38
Chandigarh,2020-04-08,0,7,0,18
Chhattisgarh,2020-04-08,0,9,0,10
Delhi,2020-04-08,0,21,9,576
Goa,2020-04-08,0,0,0,7
Gujarat,2020-04-08,0,25,13,165
Haryana,2020-04-08,0,28,3,147
Himachal Pradesh,2020-04-08,0,2,1,18
Jammu and Kashmir,2020-04-08,0,4,2,116
Jharkhand,2020-04-08,0,0,0,4
Karnataka,2020-04-08,0,25,4,175
Kerala,2020-04-08,0,70,2,336
Ladakh,2020-04-08,0,10,0,14
Madhya Pradesh,2020-04-08,0,0,13,229
Maharashtra,2020-04-08,0,79,64,1018
Manipur,2020-04-08,0,0,0,2
Mizoram,2020-04-08,0,0,0,1
Odisha,2020-04-08,0,2,1,42
Puducherry,2020-04-08,0,1,0,5
Punjab,2020-04-08,0,4,7,91
Rajasthan,2020-04-08,0,21,3,328
Tamil Nadu,2020-04-08,0,19,7,690
Telangana,2020-04-08,0,35,7,427
Tripura,2020-04-08,0,0,0,1
Uttarakhand,2020-04-08,0,5,0,31
Uttar Pradesh,2020-04-08,0,26,3,343
West Bengal,2020-04-08,0,13,5,99
Andhra Pradesh,2020-04-09,0,6,4,348
Andaman and Nicobar Islands,2020-04-09,0,0,0,11
Arunachal Pradesh,2020-04-09,0,0,0,1
Assam,2020-04-09,0,0,0,28
Bihar,2020-04-09,0,0,1,39
Chandigarh,2020-04-09,0,7,0,18
Chhattisgarh,2020-04-09,0,9,0,10
Delhi,2020-04-09,0,21,9,669
Goa,2020-04-09,0,0,0,7
Gujarat,2020-04-09,0,25,16,179
Haryana,2020-04-09,0,29,3,169
Himachal Pradesh,2020-04-09,0,2,1,18
Jammu and Kashmir,2020-04-09,0,4,4,158
Jharkhand,2020-04-09,0,0,0,13
Karnataka,2020-04-09,0,28,5,181
Kerala,2020-04-09,0,83,2,345
Ladakh,2020-04-09,0,10,0,14
Madhya Pradesh,2020-04-09,0,0,16,259
Maharashtra,2020-04-09,0,117,72,1135
Manipur,2020-04-09,0,1,0,2
Mizoram,2020-04-09,0,0,0,1
Odisha,2020-04-09,0,2,1,42
Puducherry,2020-04-09,0,1,0,5
Punjab,2020-04-09,0,4,8,101
Rajasthan,2020-04-09,0,21,3,383
Tamil Nadu,2020-04-09,0,21,8,738
Telangana,2020-04-09,0,35,7,442
Tripura,2020-04-09,0,0,0,1
Uttarakhand,2020-04-09,0,5,0,35
Uttar Pradesh,2020-04-09,0,31,4,410
West Bengal,2020-04-09,0,16,5,103
Andhra Pradesh,2020-04-10,0,7,6,363
Andaman and Nicobar Islands,2020-04-10,0,0,0,11
Arunachal Pradesh,2020-04-10,0,0,0,1
Assam,2020-04-10,0,0,0,29
Bihar,2020-04-10,0,0,1,60
Chandigarh,2020-04-10,0,7,0,18
Chhattisgarh,2020-04-10,0,9,0,10
Delhi,2020-04-10,0,25,13,898
Goa,2020-04-10,0,1,0,7
Gujarat,2020-04-10,0,26,17,241
Haryana,2020-04-10,0,29,3,169
Himachal Pradesh,2020-04-10,0,6,1,28
Jammu and Kashmir,2020-04-10,0,6,4,184
Jharkhand,2020-04-10,0,0,1,13
Karnataka,2020-04-10,0,30,6,197
Kerala,2020-04-10,0,96,2,357
Ladakh,2020-04-10,0,10,0,15
Madhya Pradesh,2020-04-10,0,0,16,259
Maharashtra,2020-04-10,0,125,97,1364
Manipur,2020-04-10,0,1,0,2
Mizoram,2020-04-10,0,0,0,1
Odisha,2020-04-10,0,2,1,44
Puducherry,2020-04-10,0,1,0,5
Punjab,2020-04-10,0,5,11,132
Rajasthan,2020-04-10,0,21,3,463
Tamil Nadu,2020-04-10,0,21,8,834
Telangana,2020-04-10,0,35,7,473
Tripura,2020-04-10,0,0,0,1
Uttarakhand,2020-04-10,0,5,0,35
Uttar Pradesh,2020-04-10,0,32,4,431
West Bengal,2020-04-10,0,16,5,116
Andhra Pradesh,2020-04-11,0,11,6,381
Andaman and Nicobar Islands,2020-04-11,0,0,0,11
Arunachal Pradesh,2020-04-11,0,0,0,1
Assam,2020-04-11,0,0,1,29
Bihar,2020-04-11,0,0,1,60
Chandigarh,2020-04-11,0,7,0,18
Chhattisgarh,2020-04-11,0,9,0,18
Delhi,2020-04-11,0,25,14,903
Goa,2020-04-11,0,1,0,7
Gujarat,2020-04-11,0,31,19,308
Haryana,2020-04-11,0,29,3,177
Himachal Pradesh,2020-04-11,0,6,1,28
Jammu and Kashmir,2020-04-11,0,6,4,207
Jharkhand,2020-04-11,0,0,1,17
Karnataka,2020-04-11,0,37,6,214
Kerala,2020-04-11,0,123,2,364
Ladakh,2020-04-11,0,10,0,15
Madhya Pradesh,2020-04-11,0,0,33,443
Maharashtra,2020-04-11,0,188,110,1574
Manipur,2020-04-11,0,1,0,2
Mizoram,2020-04-11,0,0,0,1
Odisha,2020-04-11,0,2,1,48
Puducherry,2020-04-11,0,1,0,7
Punjab,2020-04-11,0,5,11,132
Rajasthan,2020-04-11,0,21,3,553
Tamil Nadu,2020-04-11,0,44,8,911
Telangana,2020-04-11,0,43,9,504
Tripura,2020-04-11,0,0,0,2
Uttarakhand,2020-04-11,0,5,0,35
Uttar Pradesh,2020-04-11,0,32,4,433
West Bengal,2020-04-11,0,16,5,126
Andhra Pradesh,2020-04-12,0,11,6,381
Andaman and Nicobar Islands,2020-04-12,0,10,0,11
Arunachal Pradesh,2020-04-12,0,0,0,1
Assam,2020-04-12,0,0,1,29
Bihar,2020-04-12,0,19,1,64
Chandigarh,2020-04-12,0,7,0,19
Chhattisgarh,2020-04-12,0,10,0,25
Delhi,2020-04-12,0,25,19,1069
Goa,2020-04-12,0,5,0,7
Gujarat,2020-04-12,0,44,22,432
Haryana,2020-04-12,0,29,3,185
Himachal Pradesh,2020-04-12,0,6,1,32
Jammu and Kashmir,2020-04-12,0,6,4,224
Jharkhand,2020-04-12,0,0,1,17
Karnataka,2020-04-12,0,37,6,226
Kerala,2020-04-12,0,142,2,374
Ladakh,2020-04-12,0,10,0,15
Madhya Pradesh,2020-04-12,0,0,36,564
Maharashtra,2020-04-12,0,208,127,1761
Manipur,2020-04-12,0,1,0,2
Mizoram,2020-04-12,0,0,0,1
Odisha,2020-04-12,0,12,1,54
Puducherry,2020-04-12,0,1,0,7
Punjab,2020-04-12,0,5,11,151
Rajasthan,2020-04-12,0,21,3,700
Tamil Nadu,2020-04-12,0,44,10,969
Telangana,2020-04-12,0,43,9,504
Tripura,2020-04-12,0,0,0,2
Uttarakhand,2020-04-12,0,5,0,35
Uttar Pradesh,2020-04-12,0,45,5,452
West Bengal,2020-04-12,0,19,5,134
Andhra Pradesh,2020-04-13,0,11,7,432
Andaman and Nicobar Islands,2020-04-13,0,10,0,11
Arunachal Pradesh,2020-04-13,0,0,0,1
Assam,2020-04-13,0,0,1,31
Bihar,2020-04-13,0,26,1,64
Chandigarh,2020-04-13,0,7,0,21
Chhattisgarh,2020-04-13,0,10,0,31
Delhi,2020-04-13,0,27,24,1154
Goa,2020-04-13,0,5,0,7
Gujarat,2020-04-13,0,47,26,539
Haryana,2020-04-13,0,29,3,185
Himachal Pradesh,2020-04-13,0,13,1,32
Jammu and Kashmir,2020-04-13,0,6,4,245
Jharkhand,2020-04-13,0,0,2,19
Karnataka,2020-04-13,0,59,6,247
Kerala,2020-04-13,0,179,3,376
Ladakh,2020-04-13,0,10,0,15
Madhya Pradesh,2020-04-13,0,44,43,604
Maharashtra,2020-04-13,0,217,149,1985
Manipur,2020-04-13,0,1,0,2
Mizoram,2020-04-13,0,0,0,1
Nagaland,2020-04-13,0,0,0,1
Odisha,2020-04-13,0,12,1,54
Puducherry,2020-04-13,0,1,0,7
Punjab,2020-04-13,0,14,11,167
Rajasthan,2020-04-13,0,21,3,812
Tamil Nadu,2020-04-13,0,50,11,1075
Telangana,2020-04-13,0,100,16,562
Tripura,2020-04-13,0,0,0,2
Uttarakhand,2020-04-13,0,5,0,35
Uttar Pradesh,2020-04-13,0,47,5,483
West Bengal,2020-04-13,0,29,7,152
Andhra Pradesh,2020-04-14,0,14,9,473
Andaman and Nicobar Islands,2020-04-14,0,10,0,11
Arunachal Pradesh,2020-04-14,0,0,0,1
Assam,2020-04-14,0,0,1,31
Bihar,2020-04-14,0,26,1,66
Chandigarh,2020-04-14,0,7,0,21
Chhattisgarh,2020-04-14,0,10,0,31
Delhi,2020-04-14,0,30,28,1510
Goa,2020-04-14,0,5,0,7
Gujarat,2020-04-14,0,55,26,617
Haryana,2020-04-14,0,34,3,199
Himachal Pradesh,2020-04-14,0,13,1,32
Jammu and Kashmir,2020-04-14,0,16,4,270
Jharkhand,2020-04-14,0,0,2,24
Karnataka,2020-04-14,0,65,9,258
Kerala,2020-04-14,0,198,3,379
Ladakh,2020-04-14,0,10,0,15
Madhya Pradesh,2020-04-14,0,51,50,730
Maharashtra,2020-04-14,0,229,160,2337
Manipur,2020-04-14,0,1,0,2
Meghalaya,2020-04-14,0,0,0,1
Mizoram,2020-04-14,0,0,0,1
Nagaland,2020-04-14,0,0,0,1
Odisha,2020-04-14,0,18,1,55
Puducherry,2020-04-14,0,1,0,7
Punjab,2020-04-14,0,14,12,176
Rajasthan,2020-04-14,0,133,3,879
Tamil Nadu,2020-04-14,0,58,11,1173
Telangana,2020-04-14,0,100,17,624
Tripura,2020-04-14,0,0,0,2
Uttarakhand,2020-04-14,0,7,0,35
Uttar Pradesh,2020-04-14,0,49,5,657
West Bengal,2020-04-14,0,36,7,190
Andaman and Nicobar Islands,2020-04-15,0,10,0,11
Andhra Pradesh,2020-04-15,0,16,9,503
Arunachal Pradesh,2020-04-15,0,0,0,1
Assam,2020-04-15,0,0,1,33
Bihar,2020-04-15,0,29,1,70
Chandigarh,2020-04-15,0,7,0,21
Chhattisgarh,2020-04-15,0,13,0,33
Delhi,2020-04-15,0,30,30,1561
Goa,2020-04-15,0,5,0,7
Gujarat,2020-04-15,0,59,30,695
Haryana,2020-04-15,0,34,3,199
Himachal Pradesh,2020-04-15,0,13,1,33
Jammu and Kashmir,2020-04-15,0,30,4,278
Jharkhand,2020-04-15,0,0,2,27
Karnataka,2020-04-15,0,75,11,277
Kerala,2020-04-15,0,211,3,387
Ladakh,2020-04-15,0,10,0,17
Madhya Pradesh,2020-04-15,0,64,53,987
Maharashtra,2020-04-15,0,259,178,2687
Manipur,2020-04-15,0,1,0,2
Meghalaya,2020-04-15,0,0,1,7
Mizoram,2020-04-15,0,0,0,1
Nagaland,2020-04-15,0,0,0,0
Odisha,2020-04-15,0,18,1,60
Puducherry,2020-04-15,0,1,0,7
Punjab,2020-04-15,0,14,13,186
Rajasthan,2020-04-15,0,147,3,1005
Tamil Nadu,2020-04-15,0,81,12,1204
Telangana,2020-04-15,0,120,18,647
Tripura,2020-04-15,0,0,0,2
Uttarakhand,2020-04-15,0,9,0,37
Uttar Pradesh,2020-04-15,0,51,11,735
West Bengal,2020-04-15,0,37,7,213
Andaman and Nicobar Islands,2020-04-16,0,10,0,11
Andhra Pradesh,2020-04-16,0,20,14,534
Arunachal Pradesh,2020-04-16,0,0,0,1
Assam,2020-04-16,0,5,1,33
Bihar,2020-04-16,0,29,1,74
Chandigarh,2020-04-16,0,7,0,21
Chhattisgarh,2020-04-16,0,17,0,33
Delhi,2020-04-16,0,42,32,1578
Goa,2020-04-16,0,5,0,7
Gujarat,2020-04-16,0,64,36,871
Haryana,2020-04-16,0,43,3,205
Himachal Pradesh,2020-04-16,0,16,1,35
Jammu and Kashmir,2020-04-16,0,36,4,300
Jharkhand,2020-04-16,0,0,2,28
Karnataka,2020-04-16,0,82,13,315
Kerala,2020-04-16,0,218,3,388
Ladakh,2020-04-16,0,10,0,17
Madhya Pradesh,2020-04-16,0,64,53,1120
Maharashtra,2020-04-16,0,295,187,2919
Manipur,2020-04-16,0,1,0,2
Meghalaya,2020-04-16,0,0,1,7
Mizoram,2020-04-16,0,0,0,1
Nagaland,2020-04-16,0,0,0,0
Odisha,2020-04-16,0,18,1,60
Puducherry,2020-04-16,0,1,0,7
Punjab,2020-04-16,0,27,13,186
Rajasthan,2020-04-16,0,147,3,1023
Tamil Nadu,2020-04-16,0,118,14,1242
Telangana,2020-04-16,0,120,18,698
Tripura,2020-04-16,0,1,0,2
Uttarakhand,2020-04-16,0,9,0,37
Uttar Pradesh,2020-04-16,0,68,13,773
West Bengal,2020-04-16,0,42,7,231
Andaman and Nicobar Islands,2020-04-17,0,10,0,11
Andhra Pradesh,2020-04-17,0,36,14,572
Arunachal Pradesh,2020-04-17,0,0,0,1
Assam,2020-04-17,0,5,1,35
Bihar,2020-04-17,0,37,1,83
Chandigarh,2020-04-17,0,9,0,21
Chhattisgarh,2020-04-17,0,23,0,36
Delhi,2020-04-17,0,51,38,1640
Goa,2020-04-17,0,6,0,7
Gujarat,2020-04-17,0,74,38,1021
Haryana,2020-04-17,0,43,3,205
Himachal Pradesh,2020-04-17,0,16,1,35
Jammu and Kashmir,2020-04-17,0,38,4,314
Jharkhand,2020-04-17,0,0,2,29
Karnataka,2020-04-17,0,82,13,353
Kerala,2020-04-17,0,245,3,395
Ladakh,2020-04-17,0,14,0,18
Madhya Pradesh,2020-04-17,0,65,57,1308
Maharashtra,2020-04-17,0,300,194,3205
Manipur,2020-04-17,0,1,0,2
Meghalaya,2020-04-17,0,0,1,9
Mizoram,2020-04-17,0,0,0,1
Nagaland,2020-04-17,0,0,0,0
Odisha,2020-04-17,0,19,1,60
Puducherry,2020-04-17,0,1,0,7
Punjab,2020-04-17,0,27,13,186
Rajasthan,2020-04-17,0,164,11,1131
Tamil Nadu,2020-04-17,0,180,15,1267
Telangana,2020-04-17,0,186,18,743
Tripura,2020-04-17,0,1,0,2
Uttarakhand,2020-04-17,0,9,0,37
Uttar Pradesh,2020-04-17,0,74,14,846
West Bengal,2020-04-17,0,51,10,255
Andaman and Nicobar Islands,2020-04-18,0,11,0,12
Andhra Pradesh,2020-04-18,0,42,15,603
Arunachal Pradesh,2020-04-18,0,0,0,1
Assam,2020-04-18,0,9,1,35
Bihar,2020-04-18,0,37,2,85
Chandigarh,2020-04-18,0,9,0,21
Chhattisgarh,2020-04-18,0,24,0,36
Delhi,2020-04-18,0,72,42,1707
Goa,2020-04-18,0,6,0,7
Gujarat,2020-04-18,0,88,48,1272
Haryana,2020-04-18,0,43,3,225
Himachal Pradesh,2020-04-18,0,16,1,38
Jammu and Kashmir,2020-04-18,0,42,5,328
Jharkhand,2020-04-18,0,0,2,33
Karnataka,2020-04-18,0,92,13,371
Kerala,2020-04-18,0,255,3,396
Ladakh,2020-04-18,0,14,0,18
Madhya Pradesh,2020-04-18,0,69,69,1355
Maharashtra,2020-04-18,0,331,201,3323
Manipur,2020-04-18,0,1,0,2
Meghalaya,2020-04-18,0,0,1,11
Mizoram,2020-04-18,0,0,0,1
Nagaland,2020-04-18,0,0,0,0
Odisha,2020-04-18,0,21,1,60
Puducherry,2020-04-18,0,3,0,7
Punjab,2020-04-18,0,27,13,202
Rajasthan,2020-04-18,0,183,11,1229
Tamil Nadu,2020-04-18,0,283,15,1323
Telangana,2020-04-18,0,186,18,791
Tripura,2020-04-18,0,1,0,2
Uttarakhand,2020-04-18,0,9,0,42
Uttar Pradesh,2020-04-18,0,86,14,969
West Bengal,2020-04-18,0,55,10,287
Andaman and Nicobar Islands,2020-04-19,0,11,0,14
Andhra Pradesh,2020-04-19,0,42,15,603
Arunachal Pradesh,2020-04-19,0,0,0,1
Assam,2020-04-19,0,12,1,35
Bihar,2020-04-19,0,37,2,86
Chandigarh,2020-04-19,0,10,0,23
Chhattisgarh,2020-04-19,0,24,0,36
Delhi,2020-04-19,0,72,43,1893
Goa,2020-04-19,0,6,0,7
Gujarat,2020-04-19,0,94,58,1604
Haryana,2020-04-19,0,87,3,233
Himachal Pradesh,2020-04-19,0,16,1,39
Jammu and Kashmir,2020-04-19,0,51,5,341
Jharkhand,2020-04-19,0,0,2,35
Karnataka,2020-04-19,0,104,14,384
Kerala,2020-04-19,0,257,3,400
Ladakh,2020-04-19,0,14,0,18
Madhya Pradesh,2020-04-19,0,127,70,1407
Maharashtra,2020-04-19,0,365,211,3651
Manipur,2020-04-19,0,1,0,2
Meghalaya,2020-04-19,0,0,1,11
Mizoram,2020-04-19,0,0,0,1
Nagaland,2020-04-19,0,0,0,0
Odisha,2020-04-19,0,24,1,61
Puducherry,2020-04-19,0,3,0,7
Punjab,2020-04-19,0,31,16,219
Rajasthan,2020-04-19,0,183,11,1351
Tamil Nadu,2020-04-19,0,365,15,1372
Telangana,2020-04-19,0,186,18,844
Tripura,2020-04-19,0,1,0,2
Uttarakhand,2020-04-19,0,9,0,42
Uttar Pradesh,2020-04-19,0,108,17,1084
West Bengal,2020-04-19,0,62,12,310
Andaman and Nicobar Islands,2020-04-20,0,11,0,15
Andhra Pradesh,2020-04-20,0,92,20,722
Arunachal Pradesh,2020-04-20,0,0,0,1
Assam,2020-04-20,0,17,1,35
Bihar,2020-04-20,0,42,2,96
Chandigarh,2020-04-20,0,13,0,26
Chhattisgarh,2020-04-20,0,25,0,36
Delhi,2020-04-20,0,290,45,2003
Goa,2020-04-20,0,7,0,7
Gujarat,2020-04-20,0,106,67,1851
Haryana,2020-04-20,0,87,3,233
Himachal Pradesh,2020-04-20,0,16,1,39
Jammu and Kashmir,2020-04-20,0,56,5,350
Jharkhand,2020-04-20,0,0,2,42
Karnataka,2020-04-20,0,111,16,395
Kerala,2020-04-20,0,270,3,402
Ladakh,2020-04-20,0,14,0,18
Madhya Pradesh,2020-04-20,0,127,74,1485
Maharashtra,2020-04-20,0,507,223,4203
Manipur,2020-04-20,0,2,0,2
Meghalaya,2020-04-20,0,0,1,11
Mizoram,2020-04-20,0,0,0,1
Nagaland,2020-04-20,0,0,0,0
Odisha,2020-04-20,0,24,1,68
Puducherry,2020-04-20,0,3,0,7
Punjab,2020-04-20,0,31,16,219
Rajasthan,2020-04-20,0,183,14,1478
Tamil Nadu,2020-04-20,0,411,15,1477
Telangana,2020-04-20,0,190,21,873
Tripura,2020-04-20,0,1,0,2
Uttarakhand,2020-04-20,0,11,0,44
Uttar Pradesh,2020-04-20,0,129,17,1176
West Bengal,2020-04-20,0,66,12,339
Andaman and Nicobar Islands,2020-04-21,0,11,0,16
Andhra Pradesh,2020-04-21,0,96,22,757
Arunachal Pradesh,2020-04-21,0,1,0,1
Assam,2020-04-21,0,19,1,35
Bihar,2020-04-21,0,42,2,114
Chandigarh,2020-04-21,0,13,0,26
Chhattisgarh,2020-04-21,0,25,0,36
Delhi,2020-04-21,0,431,47,2081
Goa,2020-04-21,0,7,0,7
Gujarat,2020-04-21,0,131,77,2066
Haryana,2020-04-21,0,127,3,254
Himachal Pradesh,2020-04-21,0,16,1,39
Jammu and Kashmir,2020-04-21,0,71,5,368
Jharkhand,2020-04-21,0,0,2,46
Karnataka,2020-04-21,0,114,17,415
Kerala,2020-04-21,0,291,3,408
Ladakh,2020-04-21,0,14,0,18
Madhya Pradesh,2020-04-21,0,127,76,1540
Maharashtra,2020-04-21,0,572,232,4669
Manipur,2020-04-21,0,2,0,2
Meghalaya,2020-04-21,0,0,1,11
Mizoram,2020-04-21,0,0,0,1
Nagaland,2020-04-21,0,0,0,0
Odisha,2020-04-21,0,24,1,74
Puducherry,2020-04-21,0,3,0,7
Punjab,2020-04-21,0,39,16,245
Rajasthan,2020-04-21,0,205,25,1576
Tamil Nadu,2020-04-21,0,457,17,1520
Telangana,2020-04-21,0,190,23,919
Tripura,2020-04-21,0,1,0,2
Uttarakhand,2020-04-21,0,18,0,46
Uttar Pradesh,2020-04-21,0,140,20,1294
West Bengal,2020-04-21,0,73,12,392
Andaman and Nicobar Islands,2020-04-22,0,11,0,17
Andhra Pradesh,2020-04-22,0,120,24,813
Arunachal Pradesh,2020-04-22,0,1,0,1
Assam,2020-04-22,0,19,1,35
Bihar,2020-04-22,0,46,2,126
Chandigarh,2020-04-22,0,14,0,27
Chhattisgarh,2020-04-22,0,26,0,36
Delhi,2020-04-22,0,611,47,2156
Goa,2020-04-22,0,7,0,7
Gujarat,2020-04-22,0,144,95,2272
Haryana,2020-04-22,0,127,3,254
Himachal Pradesh,2020-04-22,0,16,1,39
Jammu and Kashmir,2020-04-22,0,81,5,380
Jharkhand,2020-04-22,0,0,3,45
Karnataka,2020-04-22,0,129,17,425
Kerala,2020-04-22,0,323,3,427
Ladakh,2020-04-22,0,14,0,18
Madhya Pradesh,2020-04-22,0,148,80,1592
Maharashtra,2020-04-22,0,722,251,5221
Manipur,2020-04-22,0,2,0,2
Meghalaya,2020-04-22,0,0,1,12
Mizoram,2020-04-22,0,0,0,1
Odisha,2020-04-22,0,30,1,82
Puducherry,2020-04-22,0,3,0,7
Punjab,2020-04-22,0,49,16,251
Rajasthan,2020-04-22,0,230,25,1801
Tamil Nadu,2020-04-22,0,635,18,1596
Telangana,2020-04-22,0,194,23,945
Tripura,2020-04-22,0,1,0,2
Uttarakhand,2020-04-22,0,19,0,46
Uttar Pradesh,2020-04-22,0,165,21,1412
West Bengal,2020-04-22,0,73,15,423
Andaman and Nicobar Islands,2020-04-23,0,11,0,18
Andhra Pradesh,2020-04-23,0,141,27,895
Arunachal Pradesh,2020-04-23,0,1,0,1
Assam,2020-04-23,0,19,1,35
Bihar,2020-04-23,0,46,2,148
Chandigarh,2020-04-23,0,14,0,27
Chhattisgarh,2020-04-23,0,28,0,36
Delhi,2020-04-23,0,724,48,2248
Goa,2020-04-23,0,7,0,7
Gujarat,2020-04-23,0,179,103,2407
Haryana,2020-04-23,0,140,3,262
Himachal Pradesh,2020-04-23,0,18,1,40
Jammu and Kashmir,2020-04-23,0,92,5,407
Jharkhand,2020-04-23,0,8,3,49
Karnataka,2020-04-23,0,141,17,443
Kerala,2020-04-23,0,324,3,438
Ladakh,2020-04-23,0,14,0,18
Madhya Pradesh,2020-04-23,0,148,81,1695
Maharashtra,2020-04-23,0,789,269,5652
Manipur,2020-04-23,0,2,0,2
Meghalaya,2020-04-23,0,0,1,12
Mizoram,2020-04-23,0,0,0,1
Odisha,2020-04-23,0,32,1,83
Puducherry,2020-04-23,0,3,0,7
Punjab,2020-04-23,0,65,16,277
Rajasthan,2020-04-23,0,230,27,1890
Tamil Nadu,2020-04-23,0,662,18,1629
Telangana,2020-04-23,0,197,24,960
Tripura,2020-04-23,0,1,0,2
Uttarakhand,2020-04-23,0,23,0,46
Uttar Pradesh,2020-04-23,0,187,21,1509
West Bengal,2020-04-23,0,79,15,456
Andaman and Nicobar Islands,2020-04-24,0,11,0,22
Andhra Pradesh,2020-04-24,0,145,29,955
Arunachal Pradesh,2020-04-24,0,1,0,1
Assam,2020-04-24,0,19,1,36
Bihar,2020-04-24,0,46,2,176
Chandigarh,2020-04-24,0,14,0,27
Chhattisgarh,2020-04-24,0,28,0,36
Delhi,2020-04-24,0,808,50,2376
Goa,2020-04-24,0,7,0,7
Gujarat,2020-04-24,0,258,112,2624
Haryana,2020-04-24,0,156,3,272
Himachal Pradesh,2020-04-24,0,18,1,40
Jammu and Kashmir,2020-04-24,0,92,5,427
Jharkhand,2020-04-24,0,8,3,55
Karnataka,2020-04-24,0,150,18,463
Kerala,2020-04-24,0,324,3,448
